id	ec_numbers
MNXR173109	1.2.99.3;1.2.99.6;1.2.99.7
MNXR173110	1.1.1.286
MNXR173112	2.7.1.1
MNXR173114	2.7.1.11
MNXR173115	2.7.1.11
MNXR173116	2.7.1.11
MNXR173117	3.2.1.10;3.2.1.20
MNXR173118	3.2.1.10;3.2.1.20;3.2.1.26
MNXR173119	1.1.1.200
MNXR173120	1.1.1.200
MNXR173121	3.2.1.122;3.2.1.93
MNXR173122	3.2.1.122
MNXR173123	3.2.1.86
MNXR173124	2.7.1.142
MNXR173125	2.7.1.142
MNXR173126	1.1.99.28
MNXR173127	1.1.99.28
MNXR173129	5.3.1.7
MNXR173130	5.3.1.7
MNXR173131	3.2.1.80
MNXR173132	2.4.1.-
MNXR173133	2.6.1.1
MNXR173134	2.3.3.11
MNXR173135	2.3.3.11
MNXR173136	2.4.1.20
MNXR173137	2.4.1.20
MNXR173138	2.4.1.31
MNXR173139	2.4.1.31
MNXR173140	2.4.1.139
MNXR173142	3.1.4.48
MNXR173143	3.1.4.48
MNXR173144	4.2.1.30
MNXR173145	4.2.1.30
MNXR173146	1.1.1.115
MNXR173147	3.2.2.3
MNXR173148	2.7.1.6
MNXR173149	1.1.1.21
MNXR173150	1.1.1.48
MNXR173151	1.1.1.21
MNXR173152	1.1.1.120
MNXR173153	1.1.1.120
MNXR173155	1.1.3.9
MNXR173156	1.1.3.9
MNXR173157	1.1.3.9
MNXR173158	3.2.1.22
MNXR173159	3.2.1.22
MNXR173160	2.7.7.43
MNXR173161	2.7.1.1
MNXR173163	1.13.99.1
MNXR173164	3.2.1.22
MNXR173165	3.2.1.22
MNXR173166	3.5.1.33
MNXR173167	2.7.1.59
MNXR173168	1.1.1.240
MNXR173169	2.3.1.3
MNXR173171	3.2.1.14
MNXR173172	5.1.3.8
MNXR173173	3.2.2.1;3.2.2.7
MNXR173174	3.2.2.-;3.2.2.1
MNXR173175	3.1.1.4
MNXR173176	3.1.1.32
MNXR173177	4.2.1.3
MNXR173178	2.7.1.1
MNXR173179	2.7.1.1
MNXR173180	2.7.1.1
MNXR173181	2.7.1.1
MNXR173182	3.1.4.49
MNXR173183	3.1.4.49
MNXR173184	3.2.1.22
MNXR173185	2.7.1.1
MNXR173186	2.7.1.1
MNXR173187	3.2.1.25;3.2.1.78
MNXR173188	3.2.1.25
MNXR173189	3.2.1.25
MNXR173190	1.1.1.121;1.1.1.175
MNXR173191	1.1.1.121
MNXR173192	1.1.1.179
MNXR173193	1.1.1.179
MNXR173194	1.1.1;1.1.1.21;1.1.1.307
MNXR173195	1.1.1.21;1.1.1.307
MNXR173196	5.3.1.5
MNXR173197	3.2.1.37
MNXR173198	3.2.1.37
MNXR173199	2.7.1.85
MNXR173200	1.1.99.18
MNXR173201	1.1.99.18
MNXR173202	1.1.99.18
MNXR173203	1.1.99.18
MNXR173204	3.2.1.74
MNXR173205	3.2.1.74
MNXR173206	5.1.3.11
MNXR173207	5.1.3.11
MNXR173208	3.2.1.104
MNXR173209	3.2.1.104
MNXR173210	2.7.1.43
MNXR173211	3.2.1.31
MNXR173212	3.2.1.139
MNXR173213	1.1.1.19
MNXR173214	5.3.1.12
MNXR173215	3.1.1.19
MNXR173216	3.1.1.19
MNXR173217	3.5.1.23
MNXR173218	3.2.1.45
MNXR173219	3.2.1.45
MNXR173220	2.7.1.45
MNXR173221	2.4.1.8
MNXR173222	2.3.1.79
MNXR173225	3.2.2.1
MNXR173226	1.1.99.13
MNXR173227	3.2.1.10
MNXR173228	2.7.1.46
MNXR173229	2.7.1.46
MNXR173230	1.1.1.46
MNXR173231	1.1.1.46
MNXR173232	1.1.1.21
MNXR173233	1.1.1.21
MNXR173234	1.1.1.21
MNXR173235	1.1.1.21
MNXR173236	3.2.1.88
MNXR173237	3.2.1.88
MNXR173238	5.3.1.4
MNXR173239	5.3.1.4
MNXR173240	3.2.1.55
MNXR173241	3.2.1.55
MNXR173242	3.2.2.1;3.2.2.2
MNXR173243	3.2.1.3;3.2.1.58;3.2.1.59
MNXR173244	1.14.18.2
MNXR173245	1.14.18.2
MNXR173246	2.5.1.56
MNXR173247	3.1.3.29
MNXR173248	2.3.1.44
MNXR173249	2.3.1.44
MNXR173250	2.3.1.45
MNXR173251	2.3.1.45
MNXR173252	2.3.1.45
MNXR173253	2.3.1.45
MNXR173254	3.1.1.53
MNXR173255	3.1.1.53
MNXR173256	4.1.3.3
MNXR173257	3.5.5.1
MNXR173258	1.1.2.2
MNXR173259	1.1.1.42
MNXR173260	4.2.1.3
MNXR173261	2.3.1.126
MNXR173265	2.7.1.1
MNXR173266	2.7.1.1
MNXR173273	4.2.1.12
MNXR173274	3.2.1.2
MNXR173278	3.1.1.13
MNXR173280	
MNXR173281	3.2.2.-;3.2.2.8
MNXR173282	3.2.2.1
MNXR173284	2.4.1.36
MNXR173285	3.2.2.8
MNXR173286	2.7.1.63
MNXR173287	3.1.1.3
MNXR173288	
MNXR173289	3.2.2.1
MNXR173290	2.2.1.4
MNXR173291	3.1.1.11
MNXR173292	1.1.99.18
MNXR173293	1.1.99.18
MNXR173294	2.3.1.7
MNXR173295	1.14.11.1
MNXR173296	4.1.1.42
MNXR173297	3.5.2.5
MNXR173298	3.2.1.66
MNXR173299	5.3.1.14
MNXR173300	
MNXR173301	
MNXR173303	3.2.1.126
MNXR173304	2.7.1.69
MNXR173305	2.7.1.69
MNXR173307	2.3.1.73
MNXR173308	2.4.1.178
MNXR173309	2.4.1.64
MNXR173310	2.4.1.64
MNXR173312	2.7.1.69
MNXR173313	3.1.1.5
MNXR173314	
MNXR173315	
MNXR173316	4.4.1.9
MNXR173317	
MNXR173318	1.5.99.4
MNXR173319	3.2.1.4
MNXR173320	3.2.1.4
MNXR173321	3.2.1.22
MNXR173322	3.2.1.22
MNXR173323	1.1.1.227
MNXR173324	3.2.1.117
MNXR173325	3.6.1.11
MNXR173326	2.3.1.91
MNXR173327	2.3.1.91
MNXR173328	2.6.1.8
MNXR173330	2.3.1.92
MNXR173331	2.3.1.92
MNXR173332	3.1.2.4
MNXR173333	3.2.1.23
MNXR173334	3.2.1.18
MNXR173335	3.2.1.18
MNXR173336	3.2.1.52
MNXR173339	3.5.5.1
MNXR173340	1.14.15.-
MNXR173341	3.2.1.126
MNXR173342	3.2.1.46
MNXR173343	3.2.1.22
MNXR173344	3.2.1.22
MNXR173345	3.2.1.22
MNXR173346	3.2.1.125
MNXR173347	3.2.1.125
MNXR173348	1.3.99.4
MNXR173349	1.3.99.4
MNXR173350	3.2.1.74
MNXR173351	3.2.1.74
MNXR173352	3.2.1.74
MNXR173353	3.2.1.74
MNXR173354	3.2.1.105
MNXR173355	3.2.1.105
MNXR173356	3.2.2.13
MNXR173357	2.5.1.20
MNXR173358	3.4.13.4
MNXR173359	2.8.3.12
MNXR173360	3.2.1.126
MNXR173361	3.2.1.18
MNXR173362	3.2.1.18
MNXR173363	3.2.1.22
MNXR173364	3.2.1.22
MNXR173365	3.2.1.147
MNXR173366	3.2.1.147
MNXR173367	2.7.1.69
MNXR173369	3.2.1.49
MNXR173370	2.4.1.10;2.4.1.9
MNXR173371	2.4.1.9
MNXR173372	6.3.2.17
MNXR173373	2.3.1.-
MNXR173374	2.3.1.72
MNXR173375	2.3.1.72
MNXR173376	3.1.4.45
MNXR173377	2.7.1.69
MNXR173378	2.3.1.152
MNXR173379	2.3.1.152
MNXR173380	2.3.1.152
MNXR173381	2.3.1.152
MNXR173382	2.3.1.152
MNXR173383	2.3.1.152
MNXR173384	3.2.1.22
MNXR173385	3.2.1.22
MNXR173386	3.1.1.26
MNXR173387	2.3.1.143
MNXR173388	2.3.1.143
MNXR173389	3.2.1.107
MNXR173390	3.2.1.107
MNXR173391	3.2.1.56
MNXR173392	6.2.1.7
MNXR173393	3.2.1.52
MNXR173394	1.3.99.-
MNXR173395	1.3.99.-
MNXR173397	3.2.1.23
MNXR173398	3.2.1.23
MNXR173399	3.2.1.18
MNXR173400	3.2.1.18
MNXR173401	3.2.1.18
MNXR173402	3.2.1.18
MNXR173403	3.5.1.6
MNXR173404	3.4.-.-
MNXR173405	3.2.1.21
MNXR173406	3.2.1.21
MNXR173407	1.-.-.-
MNXR173408	3.2.1.21
MNXR173409	2.3.1.152
MNXR173410	2.3.1.152
MNXR173413	3.2.1.23
MNXR173415	3.2.1.18
MNXR173416	3.2.1.18
MNXR173417	3.2.1.18
MNXR173418	3.2.1.18
MNXR173419	3.2.1.74
MNXR173420	3.2.1.74
MNXR173421	3.2.1.74
MNXR173422	3.2.1.74
MNXR173423	3.2.1.140
MNXR173424	1.19.6.1
MNXR173425	2.3.1.85
MNXR173426	2.3.1.111
MNXR173427	2.3.1.111
MNXR173428	2.3.1.86
MNXR173429	6.3.2.21
MNXR173430	2.4.1.25
MNXR173431	2.4.1.25
MNXR173432	2.7.1.69
MNXR173433	2.4.1.212
MNXR173434	1.17.-.-
MNXR173435	3.2.1.22
MNXR173436	2.5.1.87
MNXR173437	1.1.3.40
MNXR173438	1.1.3.40
MNXR173439	1.13.11.46
MNXR173440	
MNXR173441	
MNXR173442	2.4.1.30;2.4.1.97
MNXR173443	2.4.1.49
MNXR173444	2.4.1.12
MNXR173445	2.4.1.16
MNXR173446	2.4.1.29
MNXR173448	2.4.1.183
MNXR173449	2.4.1.21
MNXR173450	2.4.1.1
MNXR173451	2.4.1.4
MNXR173452	2.4.1.20
MNXR173453	2.4.1.20
MNXR173454	2.4.1.125;2.4.1.5
MNXR173455	2.4.1.22
MNXR173456	2.4.1.22
MNXR173457	2.4.1.25
MNXR173458	2.4.1.43
MNXR173459	2.4.1.199
MNXR173460	3.2.1.21
MNXR173461	3.2.1.58
MNXR173462	3.2.1.14
MNXR173463	3.2.1.14
MNXR173464	3.2.1.14
MNXR173465	2.4.2.24
MNXR173466	3.2.1.108;3.2.1.23
MNXR173468	3.2.1.74
MNXR173469	3.2.1.74
MNXR173470	3.2.1.74
MNXR173471	3.2.1.108;3.2.1.23
MNXR173472	3.5.3.12;3.5.3.13;3.5.3.5;3.5.3.6;3.5.3.9
MNXR173473	3.2.1.33
MNXR173474	3.2.1.2
MNXR173475	3.2.1.54
MNXR173476	2.4.1.2
MNXR173477	2.4.1.1
MNXR173478	2.4.1.18
MNXR173479	3.2.1.10;3.2.1.3
MNXR173480	3.2.1.4;3.2.1.91
MNXR173481	3.2.1.15;3.2.1.67
MNXR173483	3.2.1.37
MNXR173484	3.2.1.37
MNXR173485	3.2.1.39
MNXR173486	3.2.1.165
MNXR173488	1.14.-.-
MNXR173489	1.14.-.-
MNXR173490	1.14.13.-
MNXR173491	
MNXR173492	
MNXR173493	
MNXR173494	
MNXR173495	
MNXR173496	
MNXR173497	
MNXR173498	
MNXR173499	
MNXR173500	
MNXR173501	
MNXR173502	1.1.5.2
MNXR173503	1.1.5.2
MNXR173504	
MNXR173505	3.3.2.9
MNXR173506	3.3.2.9
MNXR173507	3.3.2.9
MNXR173508	3.3.2.9
MNXR173509	1.3.1.20
MNXR173510	
MNXR173511	
MNXR173512	1.1.1.120
MNXR173513	1.1.1.120
MNXR173514	1.1.1.255
MNXR173515	2.4.1.230
MNXR173516	2.4.1.230
MNXR173517	1.14.13.85
MNXR173518	1.6.5.10;1.6.5.2
MNXR173520	
MNXR173523	1.3.5.6
MNXR173524	1.3.99.30
MNXR173525	1.3.99.27
MNXR173526	1.14.13.129
MNXR173527	
MNXR173528	
MNXR173529	1.14.13.129
MNXR173530	1.8.1.4
MNXR173531	4.4.1.24
MNXR173533	1.14.13.-;1.14.13.112
MNXR173534	1.14.13.-;1.14.13.112
MNXR173535	
MNXR173536	
MNXR173537	
MNXR173538	1.14.99.45
MNXR173539	1.14.13.129
MNXR173540	3.2.2.25
MNXR173541	1.5.99.4
MNXR173542	
MNXR173543	
MNXR173544	
MNXR173545	
MNXR173546	
MNXR173547	
MNXR173548	
MNXR173549	
MNXR173550	
MNXR173551	3.5.-.-
MNXR173552	3.5.-.-
MNXR173553	3.5.-.-
MNXR173554	3.2.1.31
MNXR173555	2.7.1.69
MNXR173556	2.7.1.61
MNXR173557	2.7.1.61
MNXR173558	2.7.1.61
MNXR173559	2.7.1.61
MNXR173561	
MNXR173562	2.7.1.62
MNXR173563	2.7.1.62
MNXR173564	1.1.1.121
MNXR173567	4.1.99.-
MNXR173568	1.21.-.-
MNXR173569	
MNXR173570	
MNXR173571	3.1.1.53
MNXR173572	3.1.1.53
MNXR173573	3.1.1.53
MNXR173574	3.1.1.53
MNXR173576	
MNXR173578	3.2.1.25
MNXR173579	3.2.1.25
MNXR173580	2.4.1.17;3.2.1.-
MNXR173581	4.2.3.-
MNXR173582	
MNXR173583	1.14.13.-
MNXR173584	2.1.1.201
MNXR173585	1.14.13.-
MNXR173586	2.1.1.114;2.1.1.64
MNXR173587	2.1.1.-
MNXR173588	
MNXR173589	
MNXR173590	2.1.1.-
MNXR173591	2.3.1.-
MNXR173592	2.3.1.-
MNXR173593	2.3.1.-
MNXR173594	2.3.1.-
MNXR173595	
MNXR173596	2.7.1.69
MNXR173597	1.14.19.7
MNXR173598	
MNXR173599	1.1.1.274
MNXR173600	1.1.1.215
MNXR173601	1.1.1.-;1.1.1.215
MNXR173602	
MNXR173603	
MNXR173604	2.6.1.-
MNXR173605	2.6.1.-
MNXR173606	6.2.1.-;6.2.1.39
MNXR173607	6.2.1.-
MNXR173608	4.1.1.-;4.1.1.95
MNXR173609	1.14.14.-;1.14.14.13
MNXR173610	2.3.2.-;2.3.2.19
MNXR173611	1.1.1.297
MNXR173612	1.1.1.297
MNXR173613	
MNXR173614	
MNXR173616	2.4.1.245
MNXR173617	2.4.1.245
MNXR173619	2.7.1.157
MNXR173620	2.7.1.162
MNXR173623	1.14.13.115
MNXR173625	1.3.1.80
MNXR173627	2.3.1.-
MNXR173628	2.3.1.-
MNXR173629	2.3.1.-
MNXR173630	2.3.1.-
MNXR173631	3.1.1.-
MNXR173632	3.2.1.-
MNXR173633	3.2.1.-
MNXR173634	
MNXR173635	
MNXR173637	1.-.-.-
MNXR173639	
MNXR173640	
MNXR173642	
MNXR173643	
MNXR173644	
MNXR173645	2.1.1.-
MNXR173646	2.5.1.-
MNXR173647	2.5.1.-
MNXR173654	
MNXR173655	1.8.98.1
MNXR173656	1.2.7.4;1.2.99.2;2.1.1.-;2.3.1.-;2.3.1.169
MNXR173658	1.14.13.-
MNXR173659	1.14.13.-
MNXR173660	
MNXR173661	1.14.13.110
MNXR173662	1.1.2.7
MNXR173663	1.1.2.7
MNXR173664	
MNXR173665	1.14.12.11
MNXR173666	1.14.12.11
MNXR173667	1.13.12.-
MNXR173668	
MNXR173669	
MNXR173670	
MNXR173671	2.3.1.-
MNXR173674	
MNXR173675	
MNXR173676	
MNXR173677	1.2.7.4;1.2.99.2
MNXR173678	1.14.14.-
MNXR173679	1.2.7.4;1.2.99.2;2.3.1.169
MNXR173680	1.1.5.8
MNXR173681	
MNXR173682	
MNXR173683	4.1.2.47
MNXR173686	2.7.7.72
MNXR173687	2.7.7.72
MNXR173688	2.7.7.72
MNXR173689	2.7.7.72
MNXR173690	4.1.99.18
MNXR173691	
MNXR173692	2.5.1.77
MNXR173694	1.14.13.117
MNXR173695	2.3.1.-
MNXR173696	
MNXR173697	
MNXR173698	
MNXR173699	
MNXR173700	1.7.5.2
MNXR173701	1.1.1.-;1.1.1.203
MNXR173702	1.3.1.-
MNXR173703	3.1.2.2
MNXR173704	1.14.-.-
MNXR173705	1.14.-.-;1.14.13.-
MNXR173706	1.14.-.-
MNXR173707	1.11.2.3
MNXR173708	1.11.2.3
MNXR173709	3.3.2.-
MNXR173710	4.1.99.5
MNXR173711	
MNXR173712	
MNXR173713	
MNXR173714	1.2.1.-
MNXR173715	3.7.1.-
MNXR173716	1.17.2.1
MNXR173717	2.3.1.20
MNXR173718	6.2.1.35
MNXR173719	1.1.1.307
MNXR173720	1.1.1.307
MNXR173721	1.1.5.5
MNXR173722	1.1.9.1
MNXR173723	1.2.1.80
MNXR173724	1.2.1.80
MNXR173726	1.3.5.3
MNXR173728	1.4.5.1
MNXR173729	1.1.5.6
MNXR173730	1.7.5.1
MNXR173731	1.8.2.3
MNXR173732	1.8.5.3
MNXR173733	1.8.7.2
MNXR173734	1.10.3.9
MNXR173735	1.10.3.10;1.10.3.11
MNXR173736	1.11.1.18
MNXR173737	1.11.1.20
MNXR173738	1.11.2.1
MNXR173739	1.14.11.27
MNXR173740	1.14.11.27
MNXR173743	1.14.13.126
MNXR173744	1.14.13.126
MNXR173746	1.14.18.3
MNXR173747	3.2.1.167
MNXR173748	2.1.1.197
MNXR173749	1.14.13.123
MNXR173751	1.1.98.2
MNXR173752	1.1.98.2
MNXR173758	1.13.12.18
MNXR173760	1.14.13.120
MNXR173761	1.14.13.121
MNXR173762	1.14.13.121
MNXR173764	1.14.13.124
MNXR173765	1.14.13.124
MNXR173766	1.14.13.125
MNXR173767	1.14.13.125
MNXR173769	1.14.15.8
MNXR173770	6.3.1.12
MNXR173771	6.3.2.29
MNXR173772	6.3.2.30
MNXR173774	6.3.4.19
MNXR173775	1.14.21.8
MNXR173776	1.14.99.43
MNXR173777	1.14.99.43
MNXR173778	2.4.1.247
MNXR173779	2.4.1.247
MNXR173783	3.5.1.97
MNXR173784	1.3.5.5
MNXR173785	1.3.5.5
MNXR173786	1.3.5.5
MNXR173787	1.3.5.6
MNXR173788	1.3.5.6
MNXR173789	1.5.1.36
MNXR173790	2.4.1.266
MNXR173794	3.2.1.169
MNXR173795	3.2.1.169
MNXR173796	3.2.1.169
MNXR173797	3.2.1.169
MNXR173798	2.4.1.255
MNXR173799	2.4.1.255
MNXR173800	4.2.3.51
MNXR173801	4.2.3.51
MNXR173803	4.2.1.119
MNXR173805	3.5.1.104
MNXR173806	3.4.15.6
MNXR173807	3.2.1.175
MNXR173808	3.1.1.85
MNXR173809	1.14.99.44
MNXR173810	2.7.1.163
MNXR173811	2.5.1.88
MNXR173813	2.4.1.251
MNXR173815	2.1.1.163
MNXR173816	2.1.1.201
MNXR173817	1.3.1.10;1.3.1.104;1.3.1.38;1.3.1.44;1.3.1.86
MNXR173818	1.11.2.4
MNXR173819	1.11.2.4
MNXR173820	1.1.5.7
MNXR173832	2.5.1.95
MNXR173833	1.14.-.-
MNXR173834	1.14.-.-
MNXR173835	1.20.2.1;1.20.9.1
MNXR173838	2.4.1.-
MNXR173839	1.14.13.133
MNXR173840	1.14.13.133
MNXR173841	1.14.13.133
MNXR173842	1.14.13.134
MNXR173843	1.14.13.134
MNXR173844	1.14.13.134
MNXR173845	3.1.1.90
MNXR173846	3.1.3.86
MNXR173849	2.5.1.58
MNXR173850	3.4.22.-;3.4.24.84
MNXR173851	3.1.1.-
MNXR173852	
MNXR173854	1.14.13.141
MNXR173855	1.14.13.142
MNXR173856	1.14.13;1.14.13.143
MNXR173857	1.14.13.144
MNXR173858	1.14.13.144
MNXR173859	1.14.13.144
MNXR173861	1.14.13.145
MNXR173864	3.6.1.59
MNXR173866	
MNXR173867	1.14.13.144
MNXR173868	1.14.13.151
MNXR173869	1.14.13.151
MNXR173870	1.14.13.-;1.14.13.151
MNXR173871	1.14.13.151
MNXR173872	1.14.13.151
MNXR173873	1.14.13.151
MNXR173874	1.1.1.318
MNXR173875	1.14.13.150
MNXR173878	1.17.2.2
MNXR173879	2.4.1.279
MNXR173880	2.4.1.279
MNXR173881	2.4.1.280
MNXR173882	2.4.1.281
MNXR173883	2.4.1.281
MNXR173884	2.7.1.174
MNXR173886	4.1.1.94
MNXR173887	6.3.4.20
MNXR173888	1.1.1.322
MNXR173889	1.1.1.322
MNXR173890	1.1.1.323
MNXR173891	1.1.1.323
MNXR173893	4.1.1.90
MNXR173894	1.1.4.1
MNXR173895	2.4.99.16
MNXR173896	
MNXR173897	2.3.1.51
MNXR173898	3.2.2.13
MNXR173899	2.7.1.137
MNXR173900	2.7.1.67
MNXR173901	1.1.1.117
MNXR173903	1.1.1.211;1.1.1.35
MNXR173904	1.5.1.33
MNXR173907	1.1.2.5
MNXR173908	1.1.5.8
MNXR173909	1.1.99.28
MNXR173910	1.1.99.30
MNXR173911	1.10.1.1
MNXR173912	1.10.2.1
MNXR173913	1.10.2.2
MNXR173914	1.10.99.2
MNXR173915	1.11.1.12
MNXR173916	1.11.1.15
MNXR173917	1.13.11.55
MNXR173918	1.14.11.19
MNXR173919	1.14.11.9
MNXR173920	1.14.12.4
MNXR173921	1.14.13.103
MNXR173922	1.14.13.119
MNXR173923	
MNXR173924	1.14.18.2
MNXR173925	1.14.13.54
MNXR173926	1.14.13.72
MNXR173927	1.14.13.84
MNXR173928	1.14.13.87
MNXR173929	1.14.13.91
MNXR173930	1.14.13.94
MNXR173931	1.14.13.96
MNXR173932	1.14.13.99
MNXR173933	1.14.16.3
MNXR173934	1.14.18.2
MNXR173935	1.14.19.1
MNXR173936	1.14.19.2
MNXR173937	1.14.19.3
MNXR173938	1.14.19.4
MNXR173939	1.14.19.5
MNXR173940	1.14.21.6
MNXR173941	1.14.99.21
MNXR173942	1.14.99.31
MNXR173943	1.14.99.32
MNXR173944	1.14.99.33
MNXR173945	1.14.99.34
MNXR173946	1.14.99.37
MNXR173947	1.15.1.2
MNXR173948	1.17.4.2
MNXR173949	1.17.5.1
MNXR173950	1.17.99.1
MNXR173951	1.18.1.2
MNXR173952	1.2.2.3
MNXR173953	1.2.3.13
MNXR173954	1.2.4.4
MNXR173955	1.2.7.4
MNXR173956	1.2.7.5
MNXR173957	1.2.7.6
MNXR173958	1.2.7.7
MNXR173959	1.2.7.8
MNXR173960	1.2.99.3;1.2.99.6;1.2.99.7
MNXR173961	1.20.9.1
MNXR173962	1.21.4.3
MNXR173963	1.21.4.4
MNXR173964	1.3.1.77
MNXR173965	1.3.3.11
MNXR173966	1.3.7.2
MNXR173967	1.3.7.3
MNXR173968	1.3.7.4
MNXR173969	1.3.7.5
MNXR173970	1.3.7.8
MNXR173971	1.3.99.17
MNXR173972	1.5.1.34
MNXR173976	1.8.1.8
MNXR173977	1.7.2.2
MNXR173978	1.7.2.3
MNXR173979	1.7.7.2
MNXR173980	1.7.99.8
MNXR173981	1.8.1.4
MNXR173982	1.8.4.12
MNXR173983	1.8.4.11;1.8.4.13
MNXR173984	1.8.4.14
MNXR173985	1.8.4.8
MNXR173986	1.8.5.2
MNXR173987	1.8.98.2
MNXR173988	1.97.1.1
MNXR173989	1.97.1.3
MNXR173991	3.1.1.25
MNXR173992	2.3.1.52
MNXR173993	2.3.1.22
MNXR173995	3.8.1.10
MNXR173996	1.13.12.16
MNXR173997	3.7.1.-
MNXR173998	1.2.1.23
MNXR173999	1.2.1.49
MNXR174000	1.2.7.2
MNXR174001	1.2.7.3
MNXR174002	4.2.1.80
MNXR174003	2.1.1.100
MNXR174004	2.1.1.113
MNXR174005	2.1.1.123
MNXR174006	2.1.1.124
MNXR174007	2.1.1.125
MNXR174008	2.1.1.126;2.1.1.321
MNXR174009	2.1.1.127
MNXR174010	1.16.1.8
MNXR174011	2.1.1.16
MNXR174012	2.1.1.17
MNXR174013	2.1.1.57
MNXR174014	2.1.1.60
MNXR174015	2.1.1.61
MNXR174016	2.1.1.62
MNXR174017	2.1.1.63
MNXR174018	2.1.1.66
MNXR174019	2.1.1.72
MNXR174020	2.1.1.74
MNXR174021	2.1.1.85
MNXR174022	2.3.1.100
MNXR174024	2.3.1.104;2.3.1.25
MNXR174025	2.3.1.105
MNXR174026	2.3.1.118
MNXR174027	2.3.1.121
MNXR174028	2.3.1.125
MNXR174029	2.3.1.128
MNXR174030	2.3.1.135
MNXR174031	2.3.1.141
MNXR174032	2.3.1.147
MNXR174033	2.3.1.148
MNXR174034	2.3.1.149
MNXR174035	2.3.1.152
MNXR174036	2.3.1.158
MNXR174037	2.3.1.168
MNXR174038	2.3.1.171
MNXR174039	2.3.1.179
MNXR174040	2.3.1.184
MNXR174041	2.3.1.23
MNXR174042	2.3.1.42
MNXR174043	2.3.1.43
MNXR174044	2.3.1.49
MNXR174045	2.3.1.62
MNXR174046	2.3.1.63
MNXR174047	2.3.1.67
MNXR174048	2.3.1.73
MNXR174049	2.3.1.75
MNXR174050	2.3.1.77
MNXR174051	2.3.1.80
MNXR174052	2.3.1.83
MNXR174053	2.3.2.1
MNXR174055	2.3.2.13
MNXR174056	2.3.2.15
MNXR174057	2.4.1.101
MNXR174058	2.4.1.102
MNXR174060	2.4.1.109
MNXR174061	2.4.1.110
MNXR174063	2.4.1.113
MNXR174065	2.4.1.115
MNXR174068	2.4.1.119;2.4.99.18
MNXR174070	2.4.1.122
MNXR174071	2.4.1.4
MNXR174076	2.4.1.140
MNXR174078	2.4.1.143
MNXR174079	2.4.1.144
MNXR174080	2.4.1.145
MNXR174081	2.4.1.146
MNXR174082	2.4.1.147
MNXR174083	2.4.1.148
MNXR174084	2.4.1.149
MNXR174085	2.4.1.150
MNXR174086	2.4.1.87
MNXR174087	2.4.1.153
MNXR174088	2.4.1.155
MNXR174089	2.4.1.157
MNXR174090	2.4.1.159
MNXR174092	2.4.1.163
MNXR174093	2.4.1.164
MNXR174095	2.4.1.174
MNXR174096	2.4.1.175
MNXR174099	2.4.1.185
MNXR174101	2.4.1.19
MNXR174106	2.4.1.199
MNXR174107	2.4.1.201
MNXR174108	2.4.1.206
MNXR174109	2.4.1.208
MNXR174112	2.4.1.214
MNXR174116	2.4.1.221
MNXR174117	2.4.1.224
MNXR174118	2.4.1.225
MNXR174119	2.4.1.226
MNXR174120	2.4.1.228
MNXR174121	2.4.1.232
MNXR174122	2.4.1.237
MNXR174123	2.4.1.238
MNXR174125	2.4.1.24
MNXR174127	2.4.1.242
MNXR174128	2.4.1.243
MNXR174129	2.4.1.244
MNXR174132	2.4.1.28
MNXR174133	2.4.1.37
MNXR174134	2.4.1.38
MNXR174135	2.4.1.40
MNXR174136	2.4.1.41
MNXR174137	2.4.1.44
MNXR174138	2.4.1.45;2.4.1.47
MNXR174139	2.4.1.46
MNXR174140	2.4.1.47
MNXR174142	2.4.1.53
MNXR174143	2.4.1.56
MNXR174144	2.4.1.57
MNXR174145	2.4.1.58
MNXR174147	2.4.1.68
MNXR174148	2.4.1.73
MNXR174151	2.4.1.92
MNXR174152	2.4.2.26
MNXR174153	2.4.2.31
MNXR174155	2.4.2.33
MNXR174158	2.4.2.37
MNXR174159	2.4.2.38
MNXR174160	2.4.99.10
MNXR174161	2.4.99.11
MNXR174162	2.4.99.2
MNXR174163	2.4.99.3
MNXR174164	2.4.99.4
MNXR174165	2.4.99.5
MNXR174166	2.4.99.6
MNXR174167	2.4.99.9
MNXR174168	2.5.1.-;2.5.1.20
MNXR174169	2.5.1.25
MNXR174170	2.5.1.46
MNXR174171	2.5.1.5
MNXR174172	2.5.1.58
MNXR174173	2.5.1.60
MNXR174174	2.6.1.14
MNXR174175	2.6.1.50
MNXR174176	2.6.1.57
MNXR174178	2.6.1.60
MNXR174179	2.7.1.143
MNXR174180	2.7.1.145
MNXR174181	2.7.1.149
MNXR174182	2.7.1.150
MNXR174183	2.7.1.153
MNXR174184	2.7.1.154
MNXR174185	2.7.1.156
MNXR174186	2.7.1.160
MNXR174187	2.7.1.61
MNXR174188	2.7.1.62
MNXR174189	2.7.1.68
MNXR174190	2.7.1.69
MNXR174191	2.7.10.1;2.7.10.2
MNXR174192	2.7.11.1;2.7.11.13;2.7.11.22;2.7.12.2
MNXR174193	2.7.11.15
MNXR174194	2.7.11.2
MNXR174195	2.7.11.25
MNXR174196	2.7.11.30
MNXR174197	2.7.11.7
MNXR174198	2.7.13.1
MNXR174199	2.7.13.2
MNXR174200	2.7.13.2;2.7.13.3
MNXR174201	2.7.3.9
MNXR174202	2.7.4.10
MNXR174203	2.7.4.20
MNXR174204	2.7.7.28
